rule_id,condition,sub_condition,nutrient,threshold_min,threshold_max,unit,restriction_level,ingredient_flag,risk_weight,guideline_source,recommendation
HRT017,Heart Disease,Heart Failure,sodium,0.0,1000.0,mg/day,strict,canned_food,0.97,AHA,Severe sodium restriction in heart failure management
HRT018,Heart Disease,Heart Failure,protein,1.1,1.5,g/kg/day,recommended,low_protein,0.85,AHA,Adequate protein to prevent cardiac cachexia
HRT019,Heart Disease,Heart Failure,potassium,2500.0,4000.0,mg/day,moderate,potassium_excess,0.8,AHA,Potassium levels carefully managed in heart failure
HRT020,Heart Disease,Heart Failure,magnesium,310.0,420.0,mg/day,recommended,low_magnesium,0.78,AHA,Magnesium deficiency worsens cardiac arrhythmias
HRT021,Heart Disease,Arrhythmia,caffeine,0.0,100.0,mg/day,strict,coffee,0.9,AHA,Caffeine triggers arrhythmia episodes in susceptible patients
HRT022,Heart Disease,Arrhythmia,alcohol,0.0,0.0,units/day,strict,wine,0.95,AHA,Alcohol is a major trigger for atrial fibrillation
HRT023,Heart Disease,Arrhythmia,magnesium,310.0,420.0,mg/day,recommended,low_magnesium,0.88,AHA,Magnesium deficiency is associated with cardiac arrhythmias
HRT024,Heart Disease,Arrhythmia,potassium,3500.0,4700.0,mg/day,recommended,low_potassium,0.88,AHA,Low potassium increases arrhythmia risk significantly
HRT025,Heart Disease,Cardiomyopathy,sodium,0.0,1500.0,mg/day,strict,salty_food,0.95,AHA,Sodium restriction critical in dilated cardiomyopathy
HRT026,Heart Disease,Cardiomyopathy,fluid,1000.0,1500.0,ml/day,strict,soups,0.93,AHA,Fluid restriction prevents congestion in cardiomyopathy
HRT027,Heart Disease,Cardiomyopathy,thiamine,1.1,5.0,mg/day,recommended,thiamine_deficient,0.85,AHA,Thiamine deficiency can cause or worsen cardiomyopathy
HRT028,Heart Disease,Cardiomyopathy,selenium,55.0,200.0,mcg/day,recommended,low_selenium,0.82,AHA,Selenium deficiency linked to dilated cardiomyopathy
HRT029,Heart Disease,With Hypertension,sodium,0.0,1200.0,mg/day,strict,any_salt,0.99,AHA,Combined heart disease and hypertension most restrictive sodium
HRT030,Heart Disease,With Hypertension,potassium,3500.0,4700.0,mg/day,recommended,potassium_poor,0.9,AHA,Potassium critical for dual hypertension heart disease management
HRT031,Heart Disease,With Diabetes,saturated_fat,0.0,5.0,g/day,strict,red_meat,0.99,AHA/ADA,Triple threat of heart disease plus diabetes needs strictest fat control
HRT032,Heart Disease,With Diabetes,sugar,0.0,15.0,g/day,strict,desserts,0.99,AHA/ADA,Minimal sugar when diabetes and heart disease coexist
HRT033,Heart Disease,With CKD,potassium,2000.0,3500.0,mg/day,moderate,fruits,0.92,AHA/NKF,Careful potassium balance when heart disease meets CKD
HRT034,Heart Disease,With CKD,phosphorus,600.0,900.0,mg/day,strict,dairy,0.92,AHA/NKF,Phosphorus management important in combined heart and kidney disease
HRT035,Heart Disease,Elderly,sodium,0.0,1500.0,mg/day,strict,restaurant_food,0.93,AHA,Sodium restriction particularly beneficial for elderly cardiac patients
HRT036,Heart Disease,With Obesity,calories,1400.0,1800.0,kcal/day,strict,high_calorie,0.95,AHA,Caloric restriction critical for obese heart disease patients
HRT037,Heart Disease,With Obesity,saturated_fat,0.0,5.0,g/day,strict,fatty_food,0.97,AHA,Aggressive saturated fat restriction when obesity meets heart disease
HRT038,Heart Disease,With Thyroid,iodine,150.0,250.0,mcg/day,moderate,iodine_foods,0.8,AHA/NHS,Careful iodine in combined thyroid and heart disease management
HRT039,Heart Disease,Prevention,omega3,500.0,1000.0,mg/day,recommended,low_fish,0.8,AHA,Regular omega-3 intake for primary heart disease prevention
HRT040,Heart Disease,Prevention,mediterranean_diet,5.0,7.0,servings/day,recommended,western_diet,0.85,AHA,Mediterranean diet reduces cardiovascular event risk by 30%
HRT041,Heart Disease,South Asian,ghee,0.0,1.0,teaspoon/day,strict,ghee,0.9,FSSAI/AHA,Ghee is culturally significant but must be strictly limited for Indian cardiac patients
HRT042,Heart Disease,South Asian,coconut_oil,0.0,1.0,teaspoon/day,strict,coconut_oil,0.88,FSSAI,Coconut oil is high in saturated fat common in South Indian cuisine
HRT043,Heart Disease,South Asian,refined_oil,0.0,3.0,teaspoons/day,strict,refined_oil,0.88,FSSAI,Limit refined cooking oils in South Asian cardiac diet
HRT044,Heart Disease,South Asian,fried_snacks,0.0,0.0,servings/day,strict,bhajia,0.92,FSSAI,Deep fried snacks like bhajia and pakora must be eliminated
HRT045,Heart Disease,South Asian,whole_spices,2.0,5.0,servings/day,recommended,no_spices,0.65,FSSAI,Anti-inflammatory spices like turmeric are beneficial for heart health
HRT046,Heart Disease,With Stroke,sodium,0.0,1500.0,mg/day,strict,salty_food,0.97,AHA,Sodium restriction critical for heart disease patients post stroke
HRT047,Heart Disease,With Stroke,saturated_fat,0.0,7.0,g/day,strict,fatty_food,0.97,AHA,Strict fat control essential after combined cardiac and stroke events
HRT048,Heart Disease,With Stroke,omega3,1000.0,3000.0,mg/day,recommended,low_fish,0.88,AHA,Omega-3 reduces recurrence risk post cardiac stroke
HRT049,Heart Disease,With Stroke,alcohol,0.0,0.0,units/day,strict,alcohol,0.95,AHA,No alcohol after combined cardiac and cerebrovascular events
HRT050,Heart Disease,With Stroke,antioxidants,3.0,5.0,servings/day,recommended,low_antioxidant,0.85,AHA,Antioxidant-rich diet reduces oxidative stress post stroke
HRT051,Heart Disease,Warfarin,vitamin_k,70.0,90.0,mcg/day,moderate,variable_vitamin_k,0.9,AHA,Consistent vitamin K intake critical for stable warfarin anticoagulation
HRT052,Heart Disease,Warfarin,grapefruit,0.0,0.0,servings,strict,grapefruit,0.93,NHS,Grapefruit affects warfarin metabolism increasing bleeding risk
HRT053,Heart Disease,Aspirin,omega3,1000.0,3000.0,mg/day,moderate,low_omega3,0.78,AHA,Omega-3 has additive antiplatelet effect with aspirin
HRT054,Heart Disease,Beta Blockers,caffeine,0.0,200.0,mg/day,moderate,coffee,0.75,NHS,Caffeine may reduce effectiveness of beta blockers for heart rate
HRT055,Heart Disease,ACE Inhibitors,potassium,2000.0,3500.0,mg/day,moderate,potassium_excess,0.85,NHS,ACE inhibitors raise potassium levels so avoid high potassium foods
CHO001,High Cholesterol,LDL High,saturated_fat,0.0,7.0,g/day,strict,coconut_oil,0.95,AHA/NHS,Reducing saturated fat directly lowers LDL levels
CHO002,High Cholesterol,LDL High,trans_fat,0.0,0.0,g/day,strict,packaged_cookies,0.98,AHA,Trans fat is the most damaging fat for cholesterol
CHO003,High Cholesterol,LDL High,dietary_cholesterol,0.0,200.0,mg/day,strict,egg_yolk,0.88,AHA,Limit dietary cholesterol from animal products
CHO004,High Cholesterol,LDL High,soluble_fiber,5.0,15.0,g/day,recommended,refined_grains,0.88,AHA,Soluble fiber binds cholesterol in gut and removes it
CHO005,High Cholesterol,LDL High,plant_sterols,2.0,3.0,g/day,recommended,low_plant_food,0.85,AHA,Plant sterols naturally lower LDL cholesterol
CHO006,High Cholesterol,LDL High,omega3,1000.0,3000.0,mg/day,recommended,saturated_oils,0.82,AHA,Omega-3 raises HDL and lowers triglycerides
CHO007,High Cholesterol,HDL Low,alcohol,0.0,1.0,units/day,moderate,heavy_drinking,0.78,AHA,Moderate alcohol can raise HDL but risks outweigh benefits
CHO008,High Cholesterol,HDL Low,trans_fat,0.0,0.0,g/day,strict,fast_food,0.95,AHA,Trans fat lowers HDL making it doubly harmful
CHO009,High Cholesterol,HDL Low,omega3,1000.0,2000.0,mg/day,recommended,processed_food,0.85,AHA,Omega-3 supports HDL elevation
CHO010,High Cholesterol,HDL Low,monounsaturated_fat,10.0,20.0,servings/day,recommended,low_healthy_fat,0.8,AHA,Olive oil and avocados help raise HDL levels
CHO011,High Cholesterol,Triglycerides,added_sugar,0.0,10.0,g/day,strict,candy,0.97,AHA,Sugar is the primary driver of high triglycerides
CHO012,High Cholesterol,Triglycerides,refined_carbs,0.0,0.0,g/day,strict,white_bread,0.95,AHA,Refined carbs convert to triglycerides in the liver
CHO013,High Cholesterol,Triglycerides,alcohol,0.0,0.0,units/day,strict,wine,0.95,AHA,Alcohol dramatically raises triglyceride levels
CHO014,High Cholesterol,Triglycerides,omega3,2000.0,4000.0,mg/day,recommended,no_fish,0.92,AHA,High dose omega-3 is clinically proven to lower triglycerides
CHO015,High Cholesterol,Triglycerides,fruit_juice,0.0,0.0,ml/day,strict,orange_juice,0.9,AHA,Fruit juice is high in fructose which raises triglycerides
CHO016,High Cholesterol,General,red_meat,0.0,1.0,servings/week,strict,processed_meat,0.88,NHS,Limit red meat to reduce saturated fat intake
CHO017,High Cholesterol,General,fiber,25.0,35.0,g/day,recommended,low_fiber,0.85,NHS,Total fiber intake important for cholesterol management
CHO018,High Cholesterol,General,nuts,1.0,2.0,servings/day,recommended,roasted_salted_nuts,0.8,AHA,Unsalted nuts lower LDL and improve lipid profile
CHO019,High Cholesterol,General,oats,1.0,2.0,servings/day,recommended,refined_cereal,0.82,AHA,Oats contain beta-glucan which lowers LDL significantly
CHO020,High Cholesterol,General,added_sugar,0.0,25.0,g/day,strict,high_sugar_foods,0.88,AHA,Excess sugar raises triglycerides and lowers HDL
CHO021,High Cholesterol,With Diabetes,saturated_fat,0.0,7.0,g/day,strict,palm_oil,0.97,AHA/ADA,Dual risk mandates strict saturated fat control
CHO022,High Cholesterol,With Diabetes,refined_carbs,0.0,0.0,g/day,strict,white_bread,0.97,AHA/ADA,Refined carbs worsen both cholesterol and blood sugar
CHO023,High Cholesterol,With Heart,trans_fat,0.0,0.0,g/day,strict,fried_food,0.99,AHA,Combined cholesterol and heart disease allows zero trans fat
CHO024,High Cholesterol,With Heart,omega3,2000.0,4000.0,mg/day,recommended,processed_food,0.92,AHA,High dose omega-3 critical for combined conditions
CHO025,High Cholesterol,Familial,saturated_fat,0.0,5.0,g/day,strict,cheese,0.98,AHA,Familial hypercholesterolemia requires more strict fat limits
CHO026,High Cholesterol,Familial,dietary_cholesterol,0.0,150.0,mg/day,strict,shellfish,0.95,AHA,Stricter dietary cholesterol limit for genetic hypercholesterolemia
CHO027,High Cholesterol,With CKD,phosphorus,600.0,800.0,mg/day,strict,dairy,0.92,NKF/AHA,Phosphorus restriction in combined CKD and cholesterol
CHO028,High Cholesterol,With CKD,potassium,1500.0,2000.0,mg/day,strict,fruits,0.9,NKF/AHA,Manage potassium when cholesterol and CKD combine
CHO029,High Cholesterol,With PCOS,saturated_fat,0.0,7.0,g/day,strict,ghee,0.95,AHA/NHS,PCOS worsens cholesterol so restrict saturated fat
CHO030,High Cholesterol,With PCOS,trans_fat,0.0,0.0,g/day,strict,margarine,0.97,AHA,Trans fat elimination critical for PCOS with cholesterol
CHO031,High Cholesterol,With Thyroid,saturated_fat,0.0,7.0,g/day,strict,butter,0.95,AHA/NHS,Hypothyroidism worsens cholesterol so extra fat restriction
CHO032,High Cholesterol,With Thyroid,omega3,1000.0,3000.0,mg/day,recommended,fried_fish,0.88,AHA,Omega-3 helps manage lipids in combined thyroid-cholesterol
CHO033,High Cholesterol,With Fatty Liver,saturated_fat,0.0,5.0,g/day,strict,palm_oil,0.97,AHA/NHS,Most restrictive fat control for fatty liver with cholesterol
CHO034,High Cholesterol,With Fatty Liver,fructose,0.0,10.0,g/day,strict,fruit_juice,0.97,AHA/NHS,Combined fatty liver and cholesterol requires near-zero fructose
CHO035,High Cholesterol,Prevention,fiber,25.0,35.0,g/day,recommended,refined_food,0.82,AHA,Adequate fiber intake is the most accessible cholesterol reducer
CHO036,High Cholesterol,Prevention,omega3,500.0,1000.0,mg/day,recommended,low_fish,0.78,AHA,Regular omega-3 intake prevents cholesterol elevation
CHO037,High Cholesterol,Prevention,added_sugar,0.0,25.0,g/day,moderate,sugary_drinks,0.8,AHA,Limiting sugar reduces triglycerides in primary prevention
CHO038,High Cholesterol,Prevention,nuts,1.0,2.0,servings/day,recommended,processed_snacks,0.78,AHA,Daily nuts associated with lower LDL cholesterol levels
CHO039,High Cholesterol,Prevention,red_meat,0.0,2.0,servings/week,moderate,processed_meat,0.8,AHA,Limiting red meat intake protects against cholesterol elevation
CHO040,High Cholesterol,Statin Interaction,grapefruit,0.0,0.0,servings,strict,grapefruit_juice,0.92,NHS,Grapefruit interacts with statin medications for cholesterol
CHO041,High Cholesterol,Portfolio Diet,plant_sterols,2.0,3.0,g/day,recommended,low_sterols,0.88,AHA,Plant sterols in portfolio diet reduce LDL by 10-15%
CHO042,High Cholesterol,Portfolio Diet,soluble_fiber,10.0,15.0,g/day,recommended,low_fiber,0.88,AHA,Soluble fiber target in cholesterol portfolio diet approach
CHO043,High Cholesterol,Portfolio Diet,soy_protein,25.0,50.0,g/day,recommended,animal_protein,0.85,AHA,Soy protein 25g daily reduces LDL cholesterol significantly
CHO044,High Cholesterol,Portfolio Diet,nuts,1.0,2.0,servings/day,recommended,processed_snacks,0.82,AHA,Nuts lower LDL through unsaturated fats and plant sterols
CHO045,High Cholesterol,Portfolio Diet,viscous_fiber,5.0,10.0,g/day,recommended,low_viscous,0.85,AHA,Viscous fiber from oats and barley most effective for LDL
CHO046,High Cholesterol,Medication,grapefruit,0.0,0.0,servings,strict,grapefruit_juice,0.95,NHS,Grapefruit interacts with statins and fibrates used for cholesterol
CHO047,High Cholesterol,Medication,pomelo,0.0,0.0,servings,strict,pomelo,0.9,NHS,Pomelo contains compounds similar to grapefruit that interact with statins
CHO048,High Cholesterol,Medication,red_yeast_rice,0.0,0.0,servings,moderate,high_dose,0.8,NHS,Red yeast rice contains natural statins and may interact with medication
CHO049,High Cholesterol,Medication,coenzyme_q10,100.0,300.0,mg/day,recommended,depleted,0.78,NHS,Statin use depletes CoQ10 so dietary sources or supplements needed
CHO050,High Cholesterol,Medication,vitamin_k2,90.0,200.0,mcg/day,recommended,low_k2,0.75,NHS,Vitamin K2 works alongside statins to protect arterial health
APP001,Appendicitis,Acute Phase,fiber,0.0,5.0,g/day,strict,raw_vegetables,0.95,NHS/Mayo Clinic,Strict low-fiber diet during acute appendicitis to minimize bowel activity
APP002,Appendicitis,Acute Phase,total_fat,0.0,10.0,g/day,strict,fried_food,0.92,NHS/Johns Hopkins,Avoid fatty foods which stimulate bowel contractions during acute phase
APP003,Appendicitis,Acute Phase,saturated_fat,0.0,5.0,g/day,strict,red_meat,0.9,NHS,Saturated fat from heavy meats must be avoided during acute appendicitis
APP004,Appendicitis,Acute Phase,sugar,0.0,10.0,g/day,strict,sugary_drinks,0.85,Mayo Clinic,Limit sugars as they can ferment in bowel and worsen inflammation
APP005,Appendicitis,Acute Phase,sodium,0.0,1500.0,mg/day,moderate,processed_food,0.8,NHS,Limit sodium to reduce fluid retention during acute inflammation
APP006,Appendicitis,Acute Phase,protein,0.0,20.0,g/day,strict,heavy_protein,0.88,Johns Hopkins,Minimal protein during acute phase as bowel rest is required
APP007,Appendicitis,Acute Phase,calories,0.0,800.0,kcal/day,strict,high_calorie,0.9,NHS/NIH,Very low calorie intake during acute phase as bowel rest is the primary treatment
APP008,Appendicitis,Acute Phase,carbohydrates,0.0,50.0,g/day,strict,whole_grains,0.88,Mayo Clinic,Minimal carbohydrates especially complex carbs during acute appendicitis
APP009,Appendicitis,Acute Phase,trans_fat,0.0,0.0,g/day,strict,fried_food,0.95,NHS,Zero trans fat allowed during acute appendicitis - any amount worsens inflammation
APP010,Appendicitis,Post-Appendectomy Recovery,fiber,20.0,30.0,g/day,recommended,refined_grains,0.85,NHS/Cleveland Clinic,Gradually increase fiber post-surgery to promote healthy gut recovery
APP011,Appendicitis,Post-Appendectomy Recovery,total_fat,0.0,40.0,g/day,moderate,fried_food,0.8,NHS/Mayo Clinic,Keep fat moderate in early recovery to avoid digestive discomfort
APP012,Appendicitis,Post-Appendectomy Recovery,saturated_fat,0.0,10.0,g/day,moderate,red_meat,0.78,NHS,Limit saturated fat in recovery to reduce inflammatory load
APP013,Appendicitis,Post-Appendectomy Recovery,protein,50.0,80.0,g/day,recommended,processed_meat,0.85,Cleveland Clinic/NIH,Adequate lean protein accelerates surgical wound healing post-appendectomy
APP014,Appendicitis,Post-Appendectomy Recovery,calories,1400.0,1800.0,kcal/day,moderate,junk_food,0.8,NHS/Cleveland Clinic,Moderate caloric intake supports recovery without overloading digestion
APP015,Appendicitis,Post-Appendectomy Recovery,sodium,0.0,2000.0,mg/day,moderate,processed_food,0.75,NHS,Moderate sodium control during post-operative recovery phase
APP016,Appendicitis,Post-Appendectomy Recovery,sugar,0.0,25.0,g/day,moderate,sugary_drinks,0.78,Cleveland Clinic,Limit sugar as excess impairs surgical wound healing
APP017,Appendicitis,Post-Appendectomy Recovery,trans_fat,0.0,0.0,g/day,strict,fried_food,0.92,NHS/NIH,Zero trans fat in recovery period to prevent surgical site inflammation
APP018,Appendicitis,Post-Appendectomy Recovery,carbohydrates,130.0,200.0,g/day,moderate,refined_carbs,0.75,Mayo Clinic,Balanced carbohydrate intake with preference for easily digestible options
APP019,Appendicitis,General,total_fat,0.0,30.0,g/day,moderate,fried_food,0.82,NHS/Johns Hopkins,Low fat diet is protective for appendicitis and aids recovery
APP020,Appendicitis,General,fiber,15.0,25.0,g/day,recommended,refined_food,0.8,NHS/NIH,Adequate dietary fiber reduces risk of appendicitis recurrence
APP021,Appendicitis,General,saturated_fat,0.0,8.0,g/day,moderate,processed_meat,0.78,NHS,Saturated fat increases intestinal inflammation; keep levels low
APP022,Appendicitis,General,trans_fat,0.0,0.0,g/day,strict,processed_snacks,0.93,WHO/NHS,Trans fats cause systemic inflammation and must be completely avoided
APP023,Appendicitis,General,sodium,0.0,2300.0,mg/day,moderate,salt,0.72,NHS/WHO,Excess sodium promotes fluid retention and bowel inflammation
APP024,Appendicitis,General,added_sugar,0.0,25.0,g/day,moderate,sugary_foods,0.75,NHS/Mayo Clinic,Excess sugar disrupts gut microbiome and increases appendicitis risk
APP025,Appendicitis,General,protein,40.0,70.0,g/day,recommended,heavy_red_meat,0.8,Cleveland Clinic,Lean protein from plant and light animal sources supports gut health
