rule_id,condition,sub_condition,nutrient,threshold_min,threshold_max,unit,restriction_level,ingredient_flag,risk_weight,guideline_source,recommendation
KID044,Kidney Disease,IgA Nephropathy,omega3,1000,3000,mg/day,recommended,low_omega3,0.82,NKF,"Omega-3 may slow progression of IgA nephropathy"
KID045,Kidney Disease,IgA Nephropathy,gluten,0,0,g/day,moderate,wheat,0.70,NKF,"Gluten restriction may benefit IgA nephropathy in some cases"
HRT036,Heart Disease,With Obesity,calories,1400,1800,kcal/day,strict,high_calorie,0.95,AHA,"Caloric restriction critical for obese heart disease patients"
HRT037,Heart Disease,With Obesity,saturated_fat,0,5,percent,strict,fatty_food,0.97,AHA,"Aggressive saturated fat restriction when obesity meets heart disease"
HRT038,Heart Disease,With Thyroid,iodine,150,250,mcg/day,moderate,iodine_foods,0.80,AHA/NHS,"Careful iodine in combined thyroid and heart disease management"
HRT039,Heart Disease,Prevention,omega3,500,1000,mg/day,recommended,low_fish,0.80,AHA,"Regular omega-3 intake for primary heart disease prevention"
HRT040,Heart Disease,Prevention,mediterranean_diet,5,7,servings/day,recommended,western_diet,0.85,AHA,"Mediterranean diet reduces cardiovascular event risk by 30%"
FLV031,Fatty Liver,With Thyroid,iodine,150,250,mcg/day,moderate,iodine_deficient,0.78,NHS,"Balance iodine when fatty liver and thyroid conditions coexist"
FLV032,Fatty Liver,With PCOS,fructose,0,15,g/day,strict,juice,0.97,NHS,"Fructose restriction essential for fatty liver complicating PCOS"
FLV033,Fatty Liver,With PCOS,saturated_fat,0,7,percent,strict,red_meat,0.95,NHS,"Saturated fat restriction for PCOS-associated fatty liver"
FLV034,Fatty Liver,With Hypertension,sodium,0,1500,mg/day,strict,salty_food,0.95,NHS/AHA,"Sodium restriction for fatty liver patients with hypertension"
FLV035,Fatty Liver,With Kidney,protein,0.6,0.8,g/kg/day,strict,animal_protein,0.95,NHS/NKF,"Protein restriction when fatty liver meets kidney disease"
FLV036,Fatty Liver,Pediatric,sugar,0,15,g/day,strict,soda,0.97,NHS/WHO,"Pediatric fatty liver strongly linked to sugar consumption"
FLV037,Fatty Liver,Pediatric,screen_food,0,0,servings,strict,distracted_eating,0.85,WHO,"Eating while on screens promotes overconsumption in children"
FLV038,Fatty Liver,Pediatric,processed_food,0,0,servings,strict,fast_food,0.97,WHO,"Fast food and ultra-processed foods drive pediatric NAFLD"
FLV039,Fatty Liver,Pediatric,omega3,500,2000,mg/day,recommended,low_omega3,0.85,NHS,"Omega-3 reduces liver fat in pediatric NAFLD"
FLV040,Fatty Liver,Pediatric,fiber,20,30,g/day,recommended,refined_food,0.82,NHS,"Dietary fiber improves gut microbiome in pediatric fatty liver"
ALL036,Allergy,Food Protein Enteropathy,soy,0,0,mg,strict,soy_formula,0.97,NHS,"Soy protein triggers enteropathy in food protein-sensitive infants"
ALL037,Allergy,Food Protein Enteropathy,cow_milk,0,0,mg,strict,dairy,0.99,NHS,"Cow milk protein is primary trigger for food protein enteropathy"
ALL038,Allergy,OAS,raw_fruits,0,2,servings/day,moderate,raw_apple,0.72,NHS,"Oral allergy syndrome triggered by raw fruits and pollens"
ALL039,Allergy,OAS,raw_vegetables,0,2,servings/day,moderate,raw_celery,0.72,NHS,"Cooking typically destroys the cross-reactive proteins in OAS"
ALL040,Allergy,Anaphylaxis Risk,epinephrine_food,0,0,trigger_servings,strict,all_allergens,0.99,NHS,"Known anaphylaxis risk requires absolute avoidance of all triggers"
ALL041,Allergy,Latex Cross Reaction,banana,0,0,servings,strict,banana,0.90,NHS,"Latex allergy cross-reacts with banana and avocado"
ALL042,Allergy,Latex Cross Reaction,avocado,0,0,servings,strict,avocado,0.90,NHS,"Latex-fruit syndrome includes avocado as a cross-reactive food"
ALL043,Allergy,Latex Cross Reaction,kiwi,0,0,servings,strict,kiwi,0.90,NHS,"Kiwi is a common latex cross-reactive fruit"
ALL044,Allergy,Exercise Induced,wheat,0,0,g,strict,pre_exercise_wheat,0.88,NHS,"Wheat can trigger anaphylaxis only during exercise in some individuals"
ALL045,Allergy,Exercise Induced,shellfish,0,0,servings,strict,pre_exercise_shellfish,0.88,NHS,"Shellfish-dependent exercise-induced anaphylaxis is a specific entity"
HYP049,Hypertension,With Obesity,sodium,0,1500,mg/day,strict,restaurant_salt,0.97,AHA/WHO,"Obese hypertensives need combined sodium and caloric restriction"
HYP050,Hypertension,With Obesity,calories,1400,1800,kcal/day,strict,high_calorie,0.95,AHA/WHO,"Weight loss of 10kg can reduce systolic BP by 20mmHg"
HYP051,Hypertension,With Cholesterol,saturated_fat,0,7,percent,strict,butter,0.97,AHA,"Saturated fat doubles risk when hypertension and cholesterol coexist"
HYP052,Hypertension,With Cholesterol,omega3,1000,3000,mg/day,recommended,fried_food,0.88,AHA,"Omega-3 benefits both blood pressure and lipid profile"
HYP053,Hypertension,With Fatty Liver,sodium,0,1500,mg/day,strict,pickled_food,0.97,AHA/NHS,"Sodium control important for hypertension complicated by fatty liver"
HYP054,Hypertension,With Fatty Liver,fructose,0,20,g/day,strict,juice,0.93,NHS,"Fructose restriction targets both fatty liver and blood pressure"
DIA051,Diabetes,With Cholesterol,saturated_fat,0,7,percent,strict,ghee,0.97,ADA/AHA,"Combined lipid and glucose management requires fat restriction"
DIA052,Diabetes,With Cholesterol,omega3,1000,3000,mg/day,recommended,fried_food,0.88,ADA/AHA,"Omega-3 improves both lipid and glucose parameters"
DIA053,Diabetes,With Kidney,phosphorus,600,800,mg/day,strict,dairy,0.93,ADA/NKF,"Phosphorus restriction needed for diabetic nephropathy"
DIA054,Diabetes,With Kidney,sodium,0,1500,mg/day,strict,processed_food,0.97,ADA/NKF,"Sodium restriction essential for diabetic nephropathy"
DIA055,Diabetes,Senior Athlete,carbs,200,300,g/day,moderate,low_carb_extreme,0.80,ADA,"Senior diabetic athletes need adequate carbs for performance"
DIA056,Diabetes,Senior Athlete,protein,1.2,1.6,g/kg/day,recommended,low_protein,0.82,ADA,"Higher protein needs for elderly diabetic athletes"
DIA057,Diabetes,Senior Athlete,hydration,2000,3000,ml/day,recommended,dehydration,0.85,ADA,"Elderly diabetics are prone to exercise-related dehydration"
OBE031,Obesity,With PCOS,calories,1400,1800,kcal/day,strict,excess_calories,0.93,WHO/NHS,"Caloric restriction helps both obesity and PCOS management"
OBE032,Obesity,With PCOS,anti_inflammatory,3,5,servings/day,recommended,processed_food,0.88,NHS,"Anti-inflammatory diet supports obese PCOS patients"
OBE033,Obesity,With Fatty Liver,fructose,0,15,g/day,strict,juice,0.97,WHO/NHS,"Fructose is the primary driver of both obesity and fatty liver"
OBE034,Obesity,With Cholesterol,saturated_fat,0,7,percent,strict,red_meat,0.97,WHO/AHA,"Most strict fat control when obesity raises cholesterol"
OBE035,Obesity,With Thyroid,iodine,150,250,mcg/day,moderate,deficient,0.82,WHO/NHS,"Thyroid function critical for obesity management"
CHO035,High Cholesterol,Prevention,fiber,25,35,g/day,recommended,refined_food,0.82,AHA,"Adequate fiber intake is the most accessible cholesterol reducer"
CHO036,High Cholesterol,Prevention,omega3,500,1000,mg/day,recommended,low_fish,0.78,AHA,"Regular omega-3 intake prevents cholesterol elevation"
CHO037,High Cholesterol,Prevention,added_sugar,0,25,g/day,moderate,sugary_drinks,0.80,AHA,"Limiting sugar reduces triglycerides in primary prevention"
CHO038,High Cholesterol,Prevention,nuts,1,2,servings/day,recommended,processed_snacks,0.78,AHA,"Daily nuts associated with lower LDL cholesterol levels"
CHO039,High Cholesterol,Prevention,red_meat,0,2,servings/week,moderate,processed_meat,0.80,AHA,"Limiting red meat intake protects against cholesterol elevation"
CHO040,High Cholesterol,Statin Interaction,grapefruit,0,0,servings,strict,grapefruit_juice,0.92,NHS,"Grapefruit interacts with statin medications for cholesterol"
FLV041,Fatty Liver,Exercise,protein,1.2,1.5,g/kg/day,recommended,low_protein,0.82,NHS,"Adequate protein supports liver recovery during exercise program"
FLV042,Fatty Liver,Exercise,carbs,40,55,percent,moderate,high_glycemic,0.80,NHS,"Complex carbs preferred during exercise-based NAFLD treatment"
FLV043,Fatty Liver,With HBV,alcohol,0,0,units/day,strict,all_alcohol,0.99,WHO,"Alcohol strictly forbidden in hepatitis B with fatty liver"
FLV044,Fatty Liver,With HBV,selenium,55,200,mcg/day,recommended,low_selenium,0.85,WHO,"Selenium supports immune function in viral hepatitis with NAFLD"
FLV045,Fatty Liver,With Cirrhosis,sodium,0,1000,mg/day,strict,salty_food,0.99,NHS,"Extreme sodium restriction for fatty liver progressed to cirrhosis"
KID046,Kidney Disease,Polycystic,caffeine,0,200,mg/day,moderate,coffee,0.78,NKF,"Caffeine may affect cyst growth in polycystic kidney disease"
KID047,Kidney Disease,Polycystic,sodium,0,1500,mg/day,strict,processed_food,0.90,NKF,"Sodium restriction reduces hypertension risk in PKD"
KID048,Kidney Disease,Polycystic,protein,0.8,1.0,g/kg/day,moderate,high_protein,0.82,NKF,"Moderate protein intake for polycystic kidney disease"
KID049,Kidney Disease,Polycystic,fluid,2000,3000,ml/day,recommended,low_fluid,0.85,NKF,"High water intake may slow cyst growth in PKD"
KID050,Kidney Disease,Polycystic,oxalate,0,100,mg/day,moderate,spinach,0.78,NKF,"Moderate oxalate restriction in PKD with stones"
HRT041,Heart Disease,South Asian,ghee,0,1,teaspoon/day,strict,ghee,0.90,FSSAI/AHA,"Ghee is culturally significant but must be strictly limited for Indian cardiac patients"
HRT042,Heart Disease,South Asian,coconut_oil,0,1,teaspoon/day,strict,coconut_oil,0.88,FSSAI,"Coconut oil is high in saturated fat common in South Indian cuisine"
HRT043,Heart Disease,South Asian,refined_oil,0,3,teaspoons/day,strict,refined_oil,0.88,FSSAI,"Limit refined cooking oils in South Asian cardiac diet"
HRT044,Heart Disease,South Asian,fried_snacks,0,0,servings/day,strict,bhajia,0.92,FSSAI,"Deep fried snacks like bhajia and pakora must be eliminated"
HRT045,Heart Disease,South Asian,whole_spices,2,5,servings/day,recommended,no_spices,0.65,FSSAI,"Anti-inflammatory spices like turmeric are beneficial for heart health"
OBE036,Obesity,South Asian,rice,0,0.75,cup/day,strict,white_rice,0.90,FSSAI/WHO,"South Asians carry higher metabolic risk from white rice"
OBE037,Obesity,South Asian,fried_food,0,0,servings/day,strict,samosa,0.92,FSSAI,"Deep fried Indian street foods promote central obesity"
OBE038,Obesity,South Asian,sweet_drinks,0,0,ml/day,strict,sweetened_chai,0.90,FSSAI,"Sweetened tea is a major calorie source in South Asian diet"
OBE039,Obesity,South Asian,ghee_butter,0,1,teaspoon/day,moderate,ghee,0.85,FSSAI,"Ghee and butter contribute significantly to caloric surplus"
OBE040,Obesity,South Asian,maida_bread,0,0,servings/day,strict,paratha_maida,0.90,FSSAI,"Maida-based breads and parathas drive weight gain"
PCO041,PCOS,South Asian,ghee,0,1,teaspoon/day,moderate,ghee,0.82,FSSAI/NHS,"Limit ghee for South Asian PCOS patients to manage insulin resistance"
PCO042,PCOS,South Asian,white_rice,0,0.5,cup/day,strict,white_rice,0.90,FSSAI,"White rice is a high GI driver for insulin in South Asian PCOS"
PCO043,PCOS,South Asian,fried_snacks,0,0,servings/day,strict,vada,0.92,FSSAI,"South Asian fried snacks worsen PCOS insulin resistance"
PCO044,PCOS,South Asian,turmeric,1,3,g/day,recommended,low_turmeric,0.68,FSSAI,"Turmeric has anti-inflammatory and anti-androgenic properties"
PCO045,PCOS,South Asian,methi,1,2,servings/day,recommended,low_methi,0.72,FSSAI,"Fenugreek seeds help regulate blood sugar and hormones in PCOS"
DIA058,Diabetes,South Asian,biryani,0,0,servings/week,strict,white_rice_biryani,0.93,FSSAI/ADA,"Biryani made with white rice is high glycemic for diabetics"
DIA059,Diabetes,South Asian,mithai,0,0,servings/week,strict,indian_sweets,0.97,FSSAI,"Indian sweets like ladoo and barfi cause extreme glucose spikes"
DIA060,Diabetes,South Asian,curd,1,2,servings/day,recommended,full_fat_curd,0.72,FSSAI,"Plain low-fat curd is a beneficial probiotic for South Asian diabetics"
HYP055,Hypertension,South Asian,namkeen,0,0,servings/day,strict,namkeen_mix,0.93,FSSAI,"Namkeen and savory mixes are concentrated sodium sources"
HYP056,Hypertension,South Asian,pappad,0,1,servings/week,strict,pappad,0.88,FSSAI,"Roasted pappad is preferred over fried but still high sodium"
HYP057,Hypertension,South Asian,chutneys,0,1,servings/day,moderate,tamarind_chutney,0.80,FSSAI,"Chutneys often contain added salt and must be moderated"
ALL046,Allergy,South Asian,mustard_oil,0,0,ml,strict,mustard_oil,0.99,FSSAI,"Mustard allergy is prevalent and mustard oil must be strictly avoided"
ALL047,Allergy,South Asian,sesame,0,0,mg,strict,til_seeds,0.99,FSSAI,"Sesame seeds used widely in Indian cuisine for sesame allergic individuals"
ALL048,Allergy,South Asian,groundnut,0,0,mg,strict,groundnut_oil,0.99,FSSAI,"Groundnut oil is ubiquitous in Indian cooking and must be avoided"
ALL049,Allergy,South Asian,dairy,0,0,mg,strict,paneer,0.99,FSSAI,"Dairy is present in paneer ghee and curd common in Indian food"
ALL050,Allergy,South Asian,wheat,0,0,mg,strict,atta_maida,0.99,FSSAI,"Wheat in atta and maida forms is the staple in North Indian allergic patients"
HYP058,Hypertension,MIND Diet,berries,1,2,servings/day,recommended,no_berries,0.78,AHA,"MIND diet berries reduce cardiovascular inflammation"
HYP059,Hypertension,MIND Diet,leafy_greens,2,3,servings/day,recommended,low_greens,0.80,AHA,"MIND diet leafy greens provide folate and potassium for BP"
HYP060,Hypertension,MIND Diet,nuts,1,2,servings/day,recommended,processed_snacks,0.75,AHA,"Unsalted nuts provide magnesium and healthy fats for BP control"
DIA061,Diabetes,Low Carb Diet,carbs,20,100,g/day,moderate,high_GI_carbs,0.88,ADA,"Low carbohydrate diet can effectively lower HbA1c in T2D"
DIA062,Diabetes,Low Carb Diet,fat,40,65,percent,moderate,saturated_fat,0.82,ADA,"Fat replaces carbs in low carb diet but choose healthy fats"
DIA063,Diabetes,Low Carb Diet,fiber,20,35,g/day,recommended,refined_carbs,0.85,ADA,"Maintain adequate fiber even in low carbohydrate approach"
DIA064,Diabetes,Low Carb Diet,electrolytes,1500,2300,mg/day,moderate,low_sodium,0.78,ADA,"Electrolyte management important in initial low carb diet phase"
DIA065,Diabetes,Mediterranean Diet,olive_oil,2,4,tablespoons/day,recommended,refined_oil,0.80,ADA,"Extra virgin olive oil is central to Mediterranean diet for diabetes"
DIA066,Diabetes,Mediterranean Diet,legumes,3,5,servings/week,recommended,canned_sodium,0.78,ADA,"Legumes provide low GI protein and fiber for diabetes"
DIA067,Diabetes,Mediterranean Diet,fish,2,3,servings/week,recommended,fried_fish,0.82,ADA,"Oily fish provides omega-3 critical for diabetic heart protection"
OBE041,Obesity,Intermittent Fasting,meal_window,8,12,hrs/day,moderate,no_restriction,0.80,WHO,"Time-restricted eating reduces overall caloric intake in obesity"
OBE042,Obesity,Intermittent Fasting,nutrient_density,90,100,percent,recommended,low_nutrient,0.82,WHO,"Nutrient density more critical when eating window is restricted"
OBE043,Obesity,Bariatric Post Op,protein,1.5,2.0,g/kg/day,recommended,low_protein,0.92,NHS,"High protein essential post bariatric surgery to prevent muscle loss"
OBE044,Obesity,Bariatric Post Op,calories,800,1200,kcal/day,strict,overeating,0.92,NHS,"Strict caloric control in post bariatric surgery recovery"
OBE045,Obesity,Bariatric Post Op,supplement,100,100,percent_rda,recommended,supplement_deficient,0.95,NHS,"Micronutrient supplementation lifelong after bariatric surgery"
OBE046,Obesity,Bariatric Post Op,liquid_meals,1,3,servings/day,moderate,solid_food_early,0.88,NHS,"Liquid and soft foods required in early post-op phase"
OBE047,Obesity,Bariatric Post Op,alcohol,0,0,units/day,strict,alcohol,0.95,NHS,"Alcohol strictly forbidden post bariatric surgery due to sensitivity"
OBE048,Obesity,Bariatric Post Op,sugar,0,5,g/meal,strict,dumping_syndrome_foods,0.93,NHS,"Sugar causes dumping syndrome post gastric bypass surgery"
CHO041,High Cholesterol,Portfolio Diet,plant_sterols,2,3,g/day,recommended,low_sterols,0.88,AHA,"Plant sterols in portfolio diet reduce LDL by 10-15%"
CHO042,High Cholesterol,Portfolio Diet,soluble_fiber,10,15,g/day,recommended,low_fiber,0.88,AHA,"Soluble fiber target in cholesterol portfolio diet approach"
CHO043,High Cholesterol,Portfolio Diet,soy_protein,25,50,g/day,recommended,animal_protein,0.85,AHA,"Soy protein 25g daily reduces LDL cholesterol significantly"
CHO044,High Cholesterol,Portfolio Diet,nuts,1,2,servings/day,recommended,processed_snacks,0.82,AHA,"Nuts lower LDL through unsaturated fats and plant sterols"
CHO045,High Cholesterol,Portfolio Diet,viscous_fiber,5,10,g/day,recommended,low_viscous,0.85,AHA,"Viscous fiber from oats and barley most effective for LDL"
KID051,Kidney Disease,With Gout,purine,0,100,mg/day,strict,organ_meat,0.92,NKF,"Very low purine diet for CKD patients with concurrent gout"
KID052,Kidney Disease,With Gout,alcohol,0,0,units/day,strict,beer,0.95,NKF,"Alcohol strictly forbidden in CKD with gout due to uric acid rise"
KID053,Kidney Disease,With Gout,fructose,0,15,g/day,strict,fruit_juice,0.90,NKF,"Fructose raises uric acid worsening gout in CKD patients"
KID054,Kidney Disease,With Gout,fluid,2500,3000,ml/day,recommended,low_fluid,0.88,NKF,"High fluid intake essential to reduce uric acid concentration"
KID055,Kidney Disease,With Anemia,iron,8,18,mg/day,recommended,iron_poor,0.85,NKF,"Iron from diet supports erythropoiesis in anemic CKD patients"
KID056,Kidney Disease,With Anemia,vitamin_c,30,90,mg/day,moderate,high_dose,0.78,NKF,"Moderate Vitamin C enhances iron absorption without excess oxalate"
KID057,Kidney Disease,With Anemia,folate,400,800,mcg/day,recommended,low_folate,0.82,NKF,"Folate deficiency worsens anemia in chronic kidney disease"
KID058,Kidney Disease,With Anemia,vitamin_b12,2.4,500,mcg/day,recommended,b12_deficient,0.82,NKF,"B12 deficiency contributes to anemia in dialysis patients"
HRT046,Heart Disease,With Stroke,sodium,0,1500,mg/day,strict,salty_food,0.97,AHA,"Sodium restriction critical for heart disease patients post stroke"
HRT047,Heart Disease,With Stroke,saturated_fat,0,7,percent,strict,fatty_food,0.97,AHA,"Strict fat control essential after combined cardiac and stroke events"
HRT048,Heart Disease,With Stroke,omega3,1000,3000,mg/day,recommended,low_fish,0.88,AHA,"Omega-3 reduces recurrence risk post cardiac stroke"
HRT049,Heart Disease,With Stroke,alcohol,0,0,units/day,strict,alcohol,0.95,AHA,"No alcohol after combined cardiac and cerebrovascular events"
HRT050,Heart Disease,With Stroke,antioxidants,3,5,servings/day,recommended,low_antioxidant,0.85,AHA,"Antioxidant-rich diet reduces oxidative stress post stroke"
FLV046,Fatty Liver,With Metabolic Syndrome,calories,1200,1800,kcal/day,strict,excess_calories,0.97,WHO,"Metabolic syndrome with fatty liver requires aggressive caloric restriction"
FLV047,Fatty Liver,With Metabolic Syndrome,sugar,0,15,g/day,strict,sugary_food,0.97,WHO,"Virtually eliminate sugar for metabolic syndrome with NAFLD"
FLV048,Fatty Liver,With Metabolic Syndrome,saturated_fat,0,7,percent,strict,fatty_meat,0.95,WHO,"Strict fat control for the entire metabolic syndrome cluster"
FLV049,Fatty Liver,With Metabolic Syndrome,omega3,2000,4000,mg/day,recommended,processed_oil,0.90,WHO,"High dose omega-3 targets multiple components of metabolic syndrome"
FLV050,Fatty Liver,With Metabolic Syndrome,fiber,30,40,g/day,recommended,low_fiber,0.88,WHO,"High fiber intake addresses multiple metabolic syndrome components"
ALL051,Allergy,Celiac Disease,gluten,0,0,mg/day,strict,wheat,0.99,NHS/FSSAI,"Complete strict lifetime gluten avoidance is the only treatment for celiac"
ALL052,Allergy,Celiac Disease,oats,0,50,mg/day,moderate,uncontaminated_oats,0.85,NHS,"Some celiacs tolerate certified gluten-free oats in small amounts"
ALL053,Allergy,Celiac Disease,cross_contamination,0,20,ppm,strict,shared_equipment,0.95,FSSAI,"Celiac patients react to trace gluten from cross-contamination"
ALL054,Allergy,Celiac Disease,calcium,1000,1200,mg/day,recommended,dairy_malabsorption,0.88,NHS,"Celiac causes calcium malabsorption so supplementation needed"
ALL055,Allergy,Celiac Disease,iron,8,18,mg/day,recommended,malabsorption,0.88,NHS,"Iron deficiency anemia common in celiac disease"
ALL056,Allergy,Celiac Disease,folate,400,800,mcg/day,recommended,low_folate,0.85,NHS,"Folate malabsorption common in untreated celiac disease"
ALL057,Allergy,Celiac Disease,vitamin_d,800,2000,IU/day,recommended,deficient,0.88,NHS,"Vitamin D deficiency common due to fat malabsorption in celiac"
ALL058,Allergy,Celiac Disease,vitamin_b12,2.4,1000,mcg/day,recommended,b12_deficient,0.85,NHS,"B12 supplementation needed as celiac impairs terminal ileum absorption"
ALL059,Allergy,Non Celiac Gluten,gluten,0,0,g/day,moderate,wheat,0.88,NHS,"Gluten free diet recommended but strict level may vary individually"
ALL060,Allergy,Non Celiac Gluten,fodmap,0,0,servings,moderate,high_fodmap,0.80,NHS,"FODMAP reduction alongside gluten may address NCGS symptoms better"
PCO046,PCOS,With Endometriosis,anti_inflammatory,3,5,servings/day,recommended,processed_food,0.90,NHS,"Anti-inflammatory diet addresses both PCOS and endometriosis"
PCO047,PCOS,With Endometriosis,omega3,2000,4000,mg/day,recommended,omega6_excess,0.90,NHS,"High omega-3 reduces prostaglandin-driven pain in combined conditions"
PCO048,PCOS,With Endometriosis,red_meat,0,1,servings/week,strict,processed_meat,0.88,NHS,"Red meat promotes estrogen dominance worsening both conditions"
PCO049,PCOS,With Endometriosis,cruciferous_veg,3,5,servings/week,recommended,low_cruciferous,0.82,NHS,"Cruciferous vegetables support estrogen detoxification"
PCO050,PCOS,With Endometriosis,alcohol,0,0,units/day,strict,alcohol,0.88,NHS,"Alcohol worsens estrogen dominance in PCOS with endometriosis"
THY041,Thyroid,General,vitamin_a,700,3000,mcg/day,moderate,vitamin_a_excess,0.72,NHS,"Excessive vitamin A can interfere with thyroid hormone production"
THY042,Thyroid,General,vitamin_c,65,2000,mg/day,recommended,low_vitamin_c,0.68,NHS,"Vitamin C supports immune function in autoimmune thyroid disorders"
THY043,Thyroid,General,fermented_food,1,3,servings/day,recommended,no_probiotic,0.70,NHS,"Fermented foods support gut microbiome linked to thyroid health"
THY044,Thyroid,General,ultra_processed,0,0,servings/day,strict,ultra_processed,0.88,NHS,"Ultra processed foods promote inflammation worsening thyroid conditions"
THY045,Thyroid,General,copper,0.9,10,mg/day,moderate,copper_deficient,0.70,NHS,"Copper supports thyroid enzyme function and should be adequate"
HYP061,Hypertension,COPD,sodium,0,2000,mg/day,moderate,processed_food,0.85,NHS/AHA,"COPD with hypertension needs moderate sodium management"
HYP062,Hypertension,COPD,potassium,3000,4700,mg/day,recommended,low_potassium,0.82,NHS,"Potassium important for hypertension in COPD patients"
HYP063,Hypertension,Sleep Apnea,alcohol,0,0,units/day,strict,alcohol,0.90,NHS/AHA,"Alcohol worsens sleep apnea which independently raises blood pressure"
HYP064,Hypertension,Sleep Apnea,calories,1400,2000,kcal/day,moderate,overeating,0.88,NHS,"Weight loss is primary treatment for obesity sleep apnea hypertension"
DIA068,Diabetes,With Sleep Apnea,calories,1200,1800,kcal/day,strict,high_calorie,0.90,ADA,"Weight loss addresses both sleep apnea and diabetes simultaneously"
DIA069,Diabetes,With COPD,carbs,45,60,percent,moderate,high_carbs_respiratory,0.82,ADA,"Lower carbs reduce CO2 production benefiting COPD with diabetes"
DIA070,Diabetes,Renal Transplant,protein,1.0,1.4,g/kg/day,moderate,excess_protein,0.85,ADA/NKF,"Protein needs adjust post renal transplant in diabetic patients"
OBE049,Obesity,Sleep Apnea,calories,1200,1600,kcal/day,strict,high_calorie,0.93,WHO,"Weight loss is the most effective treatment for obesity sleep apnea"
OBE050,Obesity,Sleep Apnea,alcohol,0,0,units/day,strict,alcohol,0.92,WHO,"Alcohol relaxes pharyngeal muscles worsening sleep apnea in obese"
CHO046,High Cholesterol,Medication,grapefruit,0,0,servings,strict,grapefruit_juice,0.95,NHS,"Grapefruit interacts with statins and fibrates used for cholesterol"
CHO047,High Cholesterol,Medication,pomelo,0,0,servings,strict,pomelo,0.90,NHS,"Pomelo contains compounds similar to grapefruit that interact with statins"
CHO048,High Cholesterol,Medication,red_yeast_rice,0,0,servings,moderate,high_dose,0.80,NHS,"Red yeast rice contains natural statins and may interact with medication"
CHO049,High Cholesterol,Medication,coenzyme_q10,100,300,mg/day,recommended,depleted,0.78,NHS,"Statin use depletes CoQ10 so dietary sources or supplements needed"
CHO050,High Cholesterol,Medication,vitamin_k2,90,200,mcg/day,recommended,low_k2,0.75,NHS,"Vitamin K2 works alongside statins to protect arterial health"
KID059,Kidney Disease,Medication,grapefruit,0,0,servings,strict,grapefruit,0.95,NKF,"Grapefruit interacts with tacrolimus and cyclosporine in kidney patients"
KID060,Kidney Disease,Medication,potassium_supplement,0,0,supplements,strict,otc_potassium,0.95,NKF,"OTC potassium supplements dangerous in kidney disease"
HRT051,Heart Disease,Warfarin,vitamin_k,70,90,mcg/day,moderate,variable_vitamin_k,0.90,AHA,"Consistent vitamin K intake critical for stable warfarin anticoagulation"
HRT052,Heart Disease,Warfarin,grapefruit,0,0,servings,strict,grapefruit,0.93,NHS,"Grapefruit affects warfarin metabolism increasing bleeding risk"
HRT053,Heart Disease,Aspirin,omega3,1000,3000,mg/day,moderate,low_omega3,0.78,AHA,"Omega-3 has additive antiplatelet effect with aspirin"
HRT054,Heart Disease,Beta Blockers,caffeine,0,200,mg/day,moderate,coffee,0.75,NHS,"Caffeine may reduce effectiveness of beta blockers for heart rate"
HRT055,Heart Disease,ACE Inhibitors,potassium,2000,3500,mg/day,moderate,potassium_excess,0.85,NHS,"ACE inhibitors raise potassium levels so avoid high potassium foods"
FLV051,Fatty Liver,Medication,herbal_supplements,0,0,doses,strict,traditional_herbs,0.95,NHS,"Many herbal supplements are hepatotoxic and worsen fatty liver"
FLV052,Fatty Liver,Medication,vitamin_e,200,400,IU/day,moderate,high_dose_e,0.80,NHS,"Vitamin E at appropriate doses may reduce NASH inflammation"
FLV053,Fatty Liver,Medication,vitamin_d,600,2000,IU/day,recommended,deficient,0.82,NHS,"Vitamin D deficiency common in NAFLD and should be corrected"
ALL061,Allergy,Medication,aspirin,0,0,dose,strict,aspirin_sensitive,0.92,NHS,"Aspirin and NSAIDs can trigger reactions in aspirin-sensitive individuals"
ALL062,Allergy,Medication,tartrazine,0,0,mg,strict,yellow_dyes,0.85,NHS,"Tartrazine food dye triggers reactions in aspirin-sensitive patients"
HYP065,Hypertension,Diuretic,potassium,3500,4700,mg/day,recommended,low_potassium,0.88,AHA,"Thiazide diuretics deplete potassium requiring dietary replacement"
HYP066,Hypertension,Diuretic,magnesium,310,420,mg/day,recommended,low_magnesium,0.85,AHA,"Diuretics also deplete magnesium requiring adequate dietary intake"
HYP067,Hypertension,Diuretic,sodium,0,1500,mg/day,strict,sodium_excess,0.95,AHA,"Sodium restriction enhances diuretic medication effectiveness"
HYP068,Hypertension,Beta Blocker,caffeine,0,200,mg/day,moderate,coffee,0.75,NHS,"Caffeine may reduce antihypertensive effect of beta blockers"
HYP069,Hypertension,Beta Blocker,potassium,2000,3500,mg/day,moderate,excess_potassium,0.80,NHS,"Beta blockers raise potassium so moderate potassium foods"
HYP070,Hypertension,ACE Inhibitor,potassium,2000,3000,mg/day,moderate,high_potassium,0.85,NHS,"ACE inhibitors raise potassium levels so limit high potassium foods"
DIA071,Diabetes,Metformin,vitamin_b12,2.4,1000,mcg/day,recommended,low_b12,0.88,ADA,"Metformin reduces B12 absorption requiring supplementation"
DIA072,Diabetes,Metformin,alcohol,0,1,units/day,strict,alcohol,0.90,ADA,"Alcohol increases lactic acidosis risk with metformin use"
DIA073,Diabetes,Insulin,carbs,45,60,g/meal,moderate,variable_carbs,0.88,ADA,"Consistent carbohydrate intake critical for insulin dose matching"
